t,raw_front,filtered_front,kalman_prior,kalman_post,kalman_gain,delta_s,enc_left,enc_right,side_left,side_right,action
29.888,0.09838,0.09835,0.09836,0.09836,0.181,0.0,65.44388,-65.4376,0.09834,0.09827,turn_right
29.92,0.09834,0.09835,0.09836,0.09836,0.181,0.0,65.51296,-65.50668,0.09829,0.09843,turn_right
29.952,0.09845,0.09837,0.09836,0.09836,0.181,0.0,65.58204,-65.57576,0.09826,0.09829,turn_right
29.984,0.09837,0.09837,0.09836,0.09836,0.181,0.0,65.65112,-65.64484,0.09838,0.09839,turn_right
30.016,0.09835,0.09837,0.09836,0.09836,0.181,-0.0,65.72648,-65.7202,0.09839,0.09842,turn_right
30.048,0.09835,0.09836,0.09836,0.09836,0.181,0.0,65.79556,-65.78928,0.09833,0.0984,turn_right
30.08,0.09827,0.09834,0.09836,0.09836,0.181,0.0,65.86464,-65.85836,0.09825,0.09838,turn_right
30.112,0.09831,0.09834,0.09836,0.09836,0.181,0.0,65.93372,-65.92744,0.09832,0.09842,turn_right
30.144,0.09832,0.09833,0.09836,0.09835,0.181,0.0,66.0028,-65.99652,0.09825,0.09843,turn_right
30.176,0.09837,0.09834,0.09835,0.09835,0.181,0.0,66.07816,-66.07188,0.09834,0.09832,turn_right
30.208,0.09836,0.09834,0.09835,0.09835,0.181,-0.0,66.14724,-66.14096,0.09848,0.09837,turn_right
30.24,0.09836,0.09835,0.09835,0.09835,0.181,0.0,66.21632,-66.21004,0.09818,0.09834,turn_right
30.272,0.0983,0.09834,0.09835,0.09835,0.181,0.0,66.2854,-66.27912,0.09826,0.09823,turn_right
30.304,0.09827,0.09833,0.09835,0.09834,0.181,0.0,66.35448,-66.3482,0.09856,0.09834,turn_right
30.336,0.09839,0.09834,0.09834,0.09834,0.181,0.0,66.42984,-66.42356,0.09841,0.09834,turn_right
30.368,0.09833,0.09834,0.09834,0.09834,0.181,0.0,66.49892,-66.49264,0.09818,0.0983,turn_right
30.4,0.09835,0.09834,0.09834,0.09834,0.181,0.0,66.568,-66.56172,0.09834,0.09828,turn_right
30.432,0.09834,0.09834,0.09834,0.09834,0.181,0.0,66.63708,-66.6308,0.09835,0.0985,turn_right
30.464,0.09847,0.09836,0.09834,0.09834,0.181,0.0,66.70616,-66.69988,0.09835,0.09835,turn_right
30.496,0.09838,0.09837,0.09834,0.09835,0.181,0.0,66.78152,-66.77524,0.09832,0.09828,turn_right
30.528,0.09822,0.09834,0.09835,0.09835,0.181,0.0,66.8506,-66.84432,0.09838,0.09843,turn_right
30.56,0.09838,0.09835,0.09835,0.09835,0.181,0.0,66.91968,-66.9134,0.09849,0.0984,turn_right
30.592,0.09833,0.09834,0.09835,0.09835,0.181,0.0,66.98876,-66.98248,0.09837,0.09835,turn_right
30.624,0.09846,0.09837,0.09835,0.09835,0.181,0.0,67.05784,-67.05156,0.09838,0.09841,turn_right
30.656,0.09838,0.09837,0.09835,0.09835,0.181,0.0,67.1332,-67.12692,0.09846,0.09832,turn_right
30.688,0.09829,0.09835,0.09835,0.09835,0.181,0.0,67.20228,-67.196,0.0984,0.09828,turn_right
30.72,0.09835,0.09835,0.09835,0.09835,0.181,0.0,67.27136,-67.26508,0.0983,0.09846,turn_right
30.752,0.09834,0.09835,0.09835,0.09835,0.181,0.0,67.34044,-67.33416,0.09835,0.09841,turn_right
30.784,0.09843,0.09837,0.09835,0.09835,0.181,0.0,67.40952,-67.40324,0.09847,0.09838,turn_right
30.816,0.09838,0.09837,0.09835,0.09836,0.181,0.0,67.48488,-67.4786,0.09829,0.09837,turn_right
30.848,0.09837,0.09837,0.09836,0.09836,0.181,0.0,67.55396,-67.54768,0.09836,0.0984,turn_right
30.88,0.09833,0.09836,0.09836,0.09836,0.181,0.0,67.62304,-67.61676,0.09836,0.09817,turn_right
30.912,0.09838,0.09837,0.09836,0.09836,0.181,0.0,67.69212,-67.68584,0.09835,0.09842,turn_right
30.944,0.09833,0.09836,0.09836,0.09836,0.181,0.0,67.76748,-67.7612,0.09845,0.0984,turn_right
30.976,0.09839,0.09836,0.09836,0.09836,0.181,0.0,67.83656,-67.83028,0.09824,0.09839,turn_right
31.008,0.09826,0.09834,0.09836,0.09836,0.181,0.0,67.90564,-67.89936,0.09837,0.09826,turn_right
31.04,0.09834,0.09834,0.09836,0.09836,0.181,0.0,67.97472,-67.96844,0.09831,0.0983,turn_right
31.072,0.09839,0.09835,0.09836,0.09836,0.181,0.0,68.0438,-68.03752,0.09846,0.09838,turn_right
31.104,0.09828,0.09834,0.09836,0.09835,0.181,-0.0,68.11916,-68.11288,0.09845,0.0983,turn_right
31.136,0.09831,0.09833,0.09835,0.09835,0.181,0.0,68.18824,-68.18196,0.09833,0.09839,turn_right
31.168,0.09839,0.09834,0.09835,0.09835,0.181,0.0,68.25732,-68.25104,0.09848,0.09845,turn_right
31.2,0.09835,0.09835,0.09835,0.09835,0.181,0.0,68.3264,-68.32012,0.09845,0.09828,turn_right
31.232,0.09841,0.09836,0.09835,0.09835,0.181,0.0,68.39548,-68.3892,0.09828,0.09835,turn_right
31.264,0.0984,0.09837,0.09835,0.09835,0.181,-0.0,68.47084,-68.46456,0.09836,0.09838,turn_right
31.296,0.09834,0.09836,0.09835,0.09835,0.181,0.0,68.53992,-68.53364,0.09843,0.09836,turn_right
31.328,0.0983,0.09835,0.09835,0.09835,0.181,0.0,68.609,-68.60272,0.09816,0.09842,turn_right
31.36,0.09841,0.09836,0.09835,0.09835,0.181,0.0,68.67808,-68.6718,0.0983,0.09838,turn_right
31.392,0.09831,0.09835,0.09835,0.09835,0.181,0.0,68.74716,-68.74088,0.09842,0.09839,turn_right
31.424,0.09843,0.09837,0.09835,0.09836,0.181,0.0,68.82252,-68.81624,0.09838,0.09837,turn_right
31.456,0.09837,0.09837,0.09836,0.09836,0.181,0.0,68.8916,-68.88532,0.09832,0.09831,turn_right
31.488,0.09836,0.09837,0.09836,0.09836,0.181,-0.0,68.96068,-68.9544,0.09842,0.09835,turn_right
31.52,0.09835,0.09836,0.09836,0.09836,0.181,0.0,69.02976,-69.02348,0.09844,0.09837,turn_right
31.552,0.09833,0.09836,0.09836,0.09836,0.181,0.0,69.09884,-69.09256,0.0984,0.09839,turn_right
31.584,0.09823,0.09833,0.09836,0.09835,0.181,0.0,69.1742,-69.16792,0.09839,0.09833,turn_right
31.616,0.09824,0.09831,0.09835,0.09835,0.181,0.0,69.24328,-69.237,0.09846,0.09835,turn_right
31.648,0.09836,0.09832,0.09835,0.09834,0.181,0.0,69.31236,-69.30608,0.09841,0.09851,turn_right
31.68,0.0983,0.09832,0.09834,0.09834,0.181,0.0,69.38144,-69.37516,0.09849,0.09827,turn_right
31.712,0.09828,0.09831,0.09834,0.09833,0.181,0.0,69.45052,-69.44424,0.09827,0.09835,turn_right
31.744,0.09836,0.09832,0.09833,0.09833,0.181,0.0,69.52588,-69.5196,0.09842,0.09843,turn_right
31.776,0.09836,0.09833,0.09833,0.09833,0.181,0.0,69.59496,-69.58868,0.09829,0.09838,turn_right
31.808,0.09831,0.09832,0.09833,0.09833,0.181,0.0,69.66404,-69.65776,0.09839,0.0982,turn_right
31.84,0.09836,0.09833,0.09833,0.09833,0.181,0.0,69.73312,-69.72684,0.09827,0.09834,turn_right
31.872,0.09832,0.09833,0.09833,0.09833,0.181,0.0,69.8022,-69.79592,0.09842,0.09851,turn_right
31.904,0.09841,0.09834,0.09833,0.09833,0.181,0.0,69.87756,-69.87128,0.0983,0.0984,turn_right
31.936,0.09836,0.09835,0.09833,0.09833,0.181,0.0,69.94664,-69.94036,0.0983,0.09835,turn_right
31.968,0.09837,0.09835,0.09833,0.09834,0.181,0.0,70.01572,-70.00944,0.09847,0.09833,turn_right
32.0,0.09833,0.09835,0.09834,0.09834,0.181,0.0,70.0848,-70.07852,0.0984,0.09825,turn_right
32.032,0.09847,0.09837,0.09834,0.09834,0.181,0.0,70.15388,-70.1476,0.09843,0.09844,turn_right
32.064,0.09838,0.09837,0.09834,0.09835,0.181,0.0,70.22924,-70.22296,0.09825,0.0983,turn_right
32.096,0.09833,0.09836,0.09835,0.09835,0.181,0.0,70.29832,-70.29204,0.09828,0.09832,turn_right
32.128,0.09841,0.09837,0.09835,0.09836,0.181,0.0,70.3674,-70.36112,0.09838,0.09826,turn_right
32.16,0.09831,0.09836,0.09836,0.09836,0.181,0.0,70.43648,-70.4302,0.09828,0.09842,turn_right
32.192,0.09845,0.09838,0.09836,0.09836,0.181,0.0,70.51184,-70.50556,0.09841,0.09822,turn_right
32.224,0.09836,0.09837,0.09836,0.09836,0.181,0.0,70.58092,-70.57464,0.09835,0.09843,turn_right
32.256,0.09829,0.09836,0.09836,0.09836,0.181,0.0,70.65,-70.64372,0.09832,0.09839,turn_right
32.288,0.09837,0.09836,0.09836,0.09836,0.181,0.0,70.71908,-70.7128,0.09842,0.09836,turn_right
32.32,0.09847,0.09838,0.09836,0.09837,0.181,0.0,70.78816,-70.78188,0.09834,0.09836,turn_right
32.352,0.09828,0.09836,0.09837,0.09837,0.181,-0.0,70.86352,-70.85724,0.09837,0.09845,turn_right
32.384,0.09833,0.09836,0.09837,0.09836,0.181,0.0,70.9326,-70.92632,0.09838,0.09837,turn_right
32.416,0.09846,0.09838,0.09836,0.09837,0.181,0.0,71.00168,-70.9954,0.0982,0.09839,turn_right
32.448,0.09837,0.09837,0.09837,0.09837,0.181,0.0,71.07076,-71.06448,0.09836,0.09854,turn_right
32.48,0.09834,0.09837,0.09837,0.09837,0.181,0.0,71.13984,-71.13356,0.0983,0.09822,turn_right
32.512,0.09845,0.09838,0.09837,0.09837,0.181,-0.0,71.2152,-71.20892,0.09838,0.09836,turn_right
32.544,0.09832,0.09837,0.09837,0.09837,0.181,0.0,71.28428,-71.278,0.09825,0.09841,turn_right
32.576,0.09841,0.09838,0.09837,0.09837,0.181,0.0,71.35336,-71.34708,0.09833,0.09834,turn_right
32.608,0.09844,0.09839,0.09837,0.09838,0.181,0.0,71.42244,-71.41616,0.09839,0.0982,turn_right
32.64,0.09832,0.09838,0.09838,0.09838,0.181,0.0,71.49152,-71.48524,0.09824,0.09839,turn_right
32.672,0.09839,0.09838,0.09838,0.09838,0.181,0.0,71.56688,-71.5606,0.09837,0.09838,turn_right
32.704,0.09837,0.09838,0.09838,0.09838,0.181,0.0,71.63596,-71.62968,0.09837,0.09835,turn_right
32.736,0.09839,0.09838,0.09838,0.09838,0.181,0.0,71.70504,-71.69876,0.09832,0.09838,turn_right
32.768,0.09829,0.09836,0.09838,0.09838,0.181,-0.0,71.77412,-71.76784,0.09833,0.09839,turn_right
32.8,0.09835,0.09836,0.09838,0.09837,0.181,0.0,71.8432,-71.83692,0.0983,0.09825,turn_right
32.832,0.09846,0.09838,0.09837,0.09837,0.181,0.0,71.91856,-71.91228,0.09826,0.09834,turn_right
32.864,0.0984,0.09839,0.09837,0.09838,0.181,0.0,71.98764,-71.98136,0.09842,0.09851,turn_right
32.896,0.09841,0.09839,0.09838,0.09838,0.181,0.0,72.05672,-72.05044,0.09827,0.09846,turn_right
32.928,0.09833,0.09838,0.09838,0.09838,0.181,0.0,72.1258,-72.11952,0.09837,0.09833,turn_right
32.96,0.0985,0.0984,0.09838,0.09838,0.181,0.0,72.19488,-72.1886,0.09841,0.09841,turn_right
32.992,0.09831,0.09838,0.09838,0.09838,0.181,0.0,72.27024,-72.26396,0.09849,0.0984,turn_right
33.024,0.09838,0.09838,0.09838,0.09838,0.181,0.0,72.33932,-72.33304,0.09825,0.09827,turn_right
33.056,0.09833,0.09837,0.09838,0.09838,0.181,0.0,72.4084,-72.40212,0.09825,0.09836,turn_right
33.088,0.0984,0.09838,0.09838,0.09838,0.181,0.0,72.47748,-72.4712,0.09837,0.09826,turn_right
33.12,0.09841,0.09839,0.09838,0.09838,0.181,0.0,72.54656,-72.54028,0.09828,0.09846,turn_right
33.152,0.09841,0.09839,0.09838,0.09838,0.181,0.0,72.62192,-72.61564,0.09835,0.09835,turn_right
33.184,0.09841,0.09839,0.09838,0.09839,0.181,0.0,72.691,-72.68472,0.09826,0.0983,turn_right
33.216,0.09829,0.09837,0.09839,0.09838,0.181,0.0,72.76008,-72.7538,0.09838,0.0984,turn_right
33.248,0.09833,0.09837,0.09838,0.09838,0.181,0.0,72.82916,-72.82288,0.09835,0.0982,turn_right
33.28,0.09832,0.09836,0.09838,0.09838,0.181,0.0,72.89824,-72.89196,0.09844,0.09835,turn_right
33.312,0.0984,0.09837,0.09838,0.09837,0.181,0.0,72.9736,-72.96732,0.09845,0.09825,turn_right
33.344,0.09839,0.09837,0.09837,0.09837,0.181,0.0,73.04268,-73.0364,0.0984,0.09832,turn_right
33.376,0.09833,0.09836,0.09837,0.09837,0.181,0.0,73.11176,-73.10548,0.09835,0.09849,turn_right
33.408,0.09835,0.09836,0.09837,0.09837,0.181,0.0,73.18084,-73.17456,0.09837,0.09833,turn_right
33.44,0.09834,0.09835,0.09837,0.09837,0.181,0.0,73.2562,-73.24992,0.09827,0.09834,turn_right
33.472,0.09838,0.09836,0.09837,0.09837,0.181,0.0,73.32528,-73.319,0.09849,0.09831,turn_right
33.504,0.09833,0.09835,0.09837,0.09836,0.181,0.0,73.39436,-73.38808,0.09835,0.09827,turn_right
33.536,0.09832,0.09835,0.09836,0.09836,0.181,0.0,73.46344,-73.45716,0.09848,0.09827,turn_right
33.568,0.09845,0.09837,0.09836,0.09836,0.181,0.0,73.53252,-73.52624,0.09836,0.09833,turn_right
33.6,0.09825,0.09834,0.09836,0.09836,0.181,-0.0,73.60788,-73.6016,0.09829,0.09828,turn_right
33.632,0.09833,0.09834,0.09836,0.09835,0.181,0.0,73.67696,-73.67068,0.09835,0.09837,turn_right
33.664,0.09838,0.09835,0.09835,0.09835,0.181,0.0,73.74604,-73.73976,0.09832,0.09831,turn_right
33.696,0.09836,0.09835,0.09835,0.09835,0.181,0.0,73.81512,-73.80884,0.09833,0.0983,turn_right
33.728,0.0984,0.09836,0.09835,0.09835,0.181,0.0,73.8842,-73.87792,0.09832,0.09825,turn_right
33.76,0.09824,0.09834,0.09835,0.09835,0.181,-0.0,73.95956,-73.95328,0.09827,0.09841,turn_right
33.792,0.0984,0.09835,0.09835,0.09835,0.181,0.0,74.02864,-74.02236,0.09841,0.09841,turn_right
33.824,0.09829,0.09834,0.09835,0.09835,0.181,0.0,74.09772,-74.09144,0.09845,0.09841,turn_right
33.856,0.09838,0.09835,0.09835,0.09835,0.181,0.0,74.1668,-74.16052,0.09827,0.09829,turn_right
33.888,0.09846,0.09837,0.09835,0.09835,0.181,0.0,74.23588,-74.2296,0.09845,0.09832,turn_right
33.92,0.09834,0.09836,0.09835,0.09835,0.181,0.0,74.31124,-74.30496,0.09826,0.09832,turn_right
33.952,0.09831,0.09835,0.09835,0.09835,0.181,0.0,74.38032,-74.37404,0.09853,0.09837,turn_right
33.984,0.09831,0.09835,0.09835,0.09835,0.181,0.0,74.4494,-74.44312,0.09835,0.09844,turn_right
34.016,0.09842,0.09836,0.09835,0.09835,0.181,0.0,74.51848,-74.5122,0.09851,0.09825,turn_right
34.048,0.09837,0.09836,0.09835,0.09835,0.181,-0.0,74.58756,-74.58128,0.09839,0.0985,turn_right
34.08,0.09838,0.09837,0.09835,0.09836,0.181,0.0,74.66292,-74.65664,0.09818,0.09831,turn_right
34.112,0.09836,0.09836,0.09836,0.09836,0.181,0.0,74.732,-74.72572,0.09838,0.09846,turn_right
34.144,0.09841,0.09837,0.09836,0.09836,0.181,0.0,74.80108,-74.7948,0.0983,0.09835,turn_right
34.176,0.09835,0.09837,0.09836,0.09836,0.181,0.0,74.87016,-74.86388,0.09841,0.09836,turn_right
34.208,0.09828,0.09835,0.09836,0.09836,0.181,0.0,74.93924,-74.93296,0.0983,0.09847,turn_right
34.24,0.09827,0.09833,0.09836,0.09835,0.181,0.0,75.0146,-75.00832,0.09823,0.09816,turn_right
34.272,0.0984,0.09835,0.09835,0.09835,0.181,0.0,75.08368,-75.0774,0.09855,0.09834,turn_right
34.304,0.09833,0.09834,0.09835,0.09835,0.181,0.0,75.15276,-75.14648,0.0984,0.09838,turn_right
34.336,0.09826,0.09833,0.09835,0.09835,0.181,0.0,75.22184,-75.21556,0.09849,0.09837,turn_right
34.368,0.0983,0.09832,0.09835,0.09834,0.181,0.0,75.29092,-75.28464,0.09848,0.09837,turn_right
34.4,0.0984,0.09834,0.09834,0.09834,0.181,0.0,75.36628,-75.36,0.09842,0.09834,turn_right
34.432,0.09838,0.09835,0.09834,0.09834,0.181,0.0,75.43536,-75.42908,0.09813,0.09834,turn_right
34.464,0.09841,0.09836,0.09834,0.09835,0.181,0.0,75.50444,-75.49816,0.09846,0.09845,turn_right
34.496,0.09846,0.09838,0.09835,0.09835,0.181,0.0,75.57352,-75.56724,0.09838,0.09845,turn_right
34.528,0.0983,0.09836,0.09835,0.09835,0.181,0.0,75.64888,-75.6426,0.09826,0.09829,turn_right
34.56,0.09833,0.09836,0.09835,0.09835,0.181,0.0,75.71796,-75.71168,0.09834,0.09833,turn_right
34.592,0.09844,0.09837,0.09835,0.09836,0.181,0.0,75.78704,-75.78076,0.09841,0.09846,turn_right
34.624,0.09837,0.09837,0.09836,0.09836,0.181,0.0,75.85612,-75.84984,0.09839,0.09844,turn_right
34.656,0.09832,0.09836,0.09836,0.09836,0.181,0.0,75.9252,-75.91892,0.09827,0.09838,turn_right
34.688,0.09838,0.09837,0.09836,0.09836,0.181,-0.0,76.00056,-75.99428,0.09819,0.09837,turn_right
34.72,0.09831,0.09835,0.09836,0.09836,0.181,0.0,76.06964,-76.06336,0.09842,0.09838,turn_right
34.752,0.09837,0.09836,0.09836,0.09836,0.181,0.0,76.13872,-76.13244,0.09841,0.09826,turn_right
34.784,0.0984,0.09837,0.09836,0.09836,0.181,0.0,76.2078,-76.20152,0.09837,0.09826,turn_right
34.816,0.09836,0.09836,0.09836,0.09836,0.181,0.0,76.27688,-76.2706,0.0985,0.09838,turn_right
34.848,0.09837,0.09837,0.09836,0.09836,0.181,-0.0,76.35224,-76.34596,0.09829,0.09831,turn_right
34.88,0.09832,0.09836,0.09836,0.09836,0.181,0.0,76.42132,-76.41504,0.09839,0.09831,turn_right
34.912,0.09848,0.09838,0.09836,0.09836,0.181,0.0,76.4904,-76.48412,0.09848,0.09819,turn_right
34.944,0.09831,0.09837,0.09836,0.09837,0.181,0.0,76.55948,-76.5532,0.09828,0.09855,turn_right
34.976,0.09837,0.09837,0.09837,0.09837,0.181,0.0,76.62856,-76.62228,0.09834,0.09855,turn_right
35.008,0.09846,0.09839,0.09837,0.09837,0.181,0.0,76.70392,-76.69764,0.0984,0.09841,turn_right
35.04,0.09836,0.09838,0.09837,0.09837,0.181,0.0,76.773,-76.76672,0.09842,0.09824,turn_right
35.072,0.09836,0.09838,0.09837,0.09837,0.181,0.0,76.84208,-76.8358,0.0985,0.09837,turn_right
35.104,0.09842,0.09839,0.09837,0.09838,0.181,0.0,76.91116,-76.90488,0.09832,0.09839,turn_right
35.136,0.09838,0.09839,0.09838,0.09838,0.181,0.0,76.98024,-76.97396,0.09841,0.09836,turn_right
35.168,0.09833,0.09837,0.09838,0.09838,0.181,0.0,77.0556,-77.04932,0.09839,0.09833,turn_right
35.2,0.09836,0.09837,0.09838,0.09838,0.181,0.0,77.12468,-77.1184,0.09842,0.09839,turn_right
35.232,0.09838,0.09837,0.09838,0.09838,0.181,0.0,77.19376,-77.18748,0.09827,0.09841,turn_right
35.264,0.09841,0.09838,0.09838,0.09838,0.181,0.0,77.26284,-77.25656,0.09831,0.09833,turn_right
35.296,0.09839,0.09838,0.09838,0.09838,0.181,0.0,77.33192,-77.32564,0.09846,0.09841,turn_right
35.328,0.09838,0.09838,0.09838,0.09838,0.181,0.0,77.40728,-77.401,0.09844,0.09846,turn_right
35.36,0.09838,0.09838,0.09838,0.09838,0.181,0.0,77.47636,-77.47008,0.09838,0.09823,turn_right
35.392,0.09844,0.09839,0.09838,0.09838,0.181,0.0,77.54544,-77.53916,0.09832,0.09844,turn_right
35.424,0.09833,0.09838,0.09838,0.09838,0.181,0.0,77.61452,-77.60824,0.09825,0.09843,turn_right
35.456,0.09828,0.09836,0.09838,0.09838,0.181,0.0,77.6836,-77.67732,0.09833,0.09836,turn_right
35.488,0.09829,0.09835,0.09838,0.09837,0.181,0.0,77.75896,-77.75268,0.09834,0.09831,turn_right
35.52,0.09842,0.09836,0.09837,0.09837,0.181,0.0,77.82804,-77.82176,0.09826,0.09834,turn_right
35.552,0.09841,0.09837,0.09837,0.09837,0.181,0.0,77.89712,-77.89084,0.09831,0.09827,turn_right
35.584,0.09837,0.09837,0.09837,0.09837,0.181,0.0,77.9662,-77.95992,0.09829,0.09846,turn_right
35.616,0.09833,0.09836,0.09837,0.09837,0.181,0.0,78.03528,-78.029,0.09833,0.09829,turn_right
35.648,0.09829,0.09835,0.09837,0.09836,0.181,0.0,78.11064,-78.10436,0.09843,0.09832,turn_right
35.68,0.09826,0.09833,0.09836,0.09836,0.181,0.0,78.17972,-78.17344,0.09847,0.09836,turn_right
35.712,0.09841,0.09835,0.09836,0.09836,0.181,0.0,78.2488,-78.24252,0.09832,0.0983,turn_right
35.744,0.09847,0.09837,0.09836,0.09836,0.181,0.0,78.31788,-78.3116,0.0983,0.09834,turn_right
35.776,0.09834,0.09837,0.09836,0.09836,0.181,0.0,78.38696,-78.38068,0.09841,0.09825,turn_right
35.808,0.0984,0.09837,0.09836,0.09836,0.181,0.0,78.46232,-78.45604,0.09835,0.09842,turn_right
35.84,0.09841,0.09838,0.09836,0.09837,0.181,0.0,78.5314,-78.52512,0.09844,0.09836,turn_right
35.872,0.09838,0.09838,0.09837,0.09837,0.181,0.0,78.60048,-78.5942,0.09832,0.09832,turn_right
35.904,0.0984,0.09838,0.09837,0.09837,0.181,0.0,78.66956,-78.66328,0.09846,0.09848,turn_right
35.936,0.09834,0.09837,0.09837,0.09837,0.181,-0.0,78.74492,-78.73864,0.09843,0.0984,turn_right
35.968,0.09832,0.09836,0.09837,0.09837,0.181,0.0,78.814,-78.80772,0.09833,0.0984,turn_right
36.0,0.09826,0.09834,0.09837,0.09837,0.181,0.0,78.88308,-78.8768,0.09837,0.09851,turn_right
36.032,0.09834,0.09834,0.09837,0.09836,0.181,0.0,78.95216,-78.94588,0.09835,0.09834,turn_right
36.064,0.09841,0.09836,0.09836,0.09836,0.181,0.0,79.02124,-79.01496,0.09831,0.09834,turn_right
36.096,0.09833,0.09835,0.09836,0.09836,0.181,-0.0,79.0966,-79.09032,0.09835,0.09831,turn_right
36.128,0.09837,0.09835,0.09836,0.09836,0.181,0.0,79.16568,-79.1594,0.09836,0.09834,turn_right
36.16,0.0983,0.09834,0.09836,0.09835,0.181,0.0,79.23476,-79.22848,0.0983,0.0982,turn_right
36.192,0.09829,0.09833,0.09835,0.09835,0.181,0.0,79.30384,-79.29756,0.0983,0.09861,turn_right
36.224,0.09828,0.09832,0.09835,0.09835,0.181,0.0,79.37292,-79.36664,0.09839,0.09849,turn_right
36.256,0.09833,0.09832,0.09835,0.09834,0.181,0.0,79.44828,-79.442,0.09825,0.09839,turn_right
36.288,0.09827,0.09831,0.09834,0.09834,0.181,-0.0,79.51736,-79.51108,0.09828,0.09844,turn_right
36.32,0.0984,0.09833,0.09834,0.09834,0.181,0.0,79.58644,-79.58016,0.09839,0.09834,turn_right
36.352,0.09839,0.09834,0.09834,0.09834,0.181,0.0,79.65552,-79.64924,0.09837,0.09836,turn_right
36.384,0.09835,0.09834,0.09834,0.09834,0.181,0.0,79.7246,-79.71832,0.09829,0.09827,turn_right
36.416,0.09836,0.09835,0.09834,0.09834,0.181,0.0,79.79996,-79.79368,0.09833,0.09837,turn_right
36.448,0.09832,0.09834,0.09834,0.09834,0.181,0.0,79.86904,-79.86276,0.09825,0.09846,turn_right
36.48,0.09842,0.09836,0.09834,0.09834,0.181,0.0,79.93812,-79.93184,0.09824,0.09831,turn_right
36.512,0.09834,0.09836,0.09834,0.09835,0.181,0.0,80.0072,-80.00092,0.09837,0.09824,turn_right
36.544,0.09839,0.09836,0.09835,0.09835,0.181,0.0,80.07628,-80.07,0.09826,0.09835,turn_right
36.576,0.09827,0.09834,0.09835,0.09835,0.181,0.0,80.15164,-80.14536,0.09836,0.09836,turn_right
36.608,0.09837,0.09835,0.09835,0.09835,0.181,0.0,80.22072,-80.21444,0.09853,0.09837,turn_right
36.64,0.09837,0.09835,0.09835,0.09835,0.181,0.0,80.2898,-80.28352,0.09843,0.09837,turn_right
36.672,0.09844,0.09837,0.09835,0.09835,0.181,0.0,80.35888,-80.3526,0.09834,0.09836,turn_right
36.704,0.09833,0.09836,0.09835,0.09835,0.181,0.0,80.42796,-80.42168,0.09836,0.09832,turn_right
36.736,0.0983,0.09835,0.09835,0.09835,0.181,0.0,80.50332,-80.49704,0.09834,0.09838,turn_right
36.768,0.09839,0.09836,0.09835,0.09835,0.181,0.0,80.5724,-80.56612,0.09833,0.09849,turn_right
36.8,0.09837,0.09836,0.09835,0.09836,0.181,0.0,80.64148,-80.6352,0.09842,0.09838,turn_right
36.832,0.09849,0.09839,0.09836,0.09836,0.181,0.0,80.71056,-80.70428,0.09835,0.09836,turn_right
36.864,0.09838,0.09838,0.09836,0.09837,0.181,0.0,80.77964,-80.77336,0.09841,0.09829,turn_right
36.896,0.09841,0.09839,0.09837,0.09837,0.181,0.0,80.855,-80.84872,0.09839,0.09827,turn_right
36.928,0.09838,0.09839,0.09837,0.09837,0.181,0.0,80.92408,-80.9178,0.0985,0.09831,turn_right
36.96,0.0983,0.09837,0.09837,0.09837,0.181,0.0,80.99316,-80.98688,0.09836,0.09832,turn_right
36.992,0.09839,0.09837,0.09837,0.09837,0.181,0.0,81.06224,-81.05596,0.09837,0.0983,turn_right
37.024,0.0983,0.09836,0.09837,0.09837,0.181,0.0,81.13132,-81.12504,0.09835,0.09833,turn_right
37.056,0.09835,0.09836,0.09837,0.09837,0.181,0.0,81.20668,-81.2004,0.09847,0.09825,turn_right
37.088,0.09837,0.09836,0.09837,0.09837,0.181,0.0,81.27576,-81.26948,0.09829,0.09847,turn_right
37.12,0.09841,0.09837,0.09837,0.09837,0.181,0.0,81.34484,-81.33856,0.0984,0.09819,turn_right
37.152,0.09832,0.09836,0.09837,0.09837,0.181,0.0,81.41392,-81.40764,0.0984,0.09824,turn_right
37.184,0.09838,0.09836,0.09837,0.09837,0.181,0.0,81.483,-81.47672,0.09841,0.09834,turn_right
37.216,0.09832,0.09835,0.09837,0.09836,0.181,-0.0,81.55836,-81.55208,0.09833,0.0985,turn_right
37.248,0.09838,0.09836,0.09836,0.09836,0.181,0.0,81.62744,-81.62116,0.09829,0.09831,turn_right
37.28,0.09844,0.09837,0.09836,0.09837,0.181,0.0,81.69652,-81.69024,0.09833,0.0983,turn_right
37.312,0.09837,0.09837,0.09837,0.09837,0.181,0.0,81.7656,-81.75932,0.09832,0.09848,turn_right
37.344,0.09831,0.09836,0.09837,0.09837,0.181,-0.0,81.84096,-81.83468,0.09837,0.09849,turn_right
37.376,0.0983,0.09835,0.09837,0.09836,0.181,0.0,81.91004,-81.90376,0.09829,0.09831,turn_right
37.408,0.09842,0.09836,0.09836,0.09836,0.181,0.0,81.97912,-81.97284,0.0983,0.09833,turn_right
37.44,0.09845,0.09838,0.09836,0.09837,0.181,0.0,82.0482,-82.04192,0.09832,0.09837,turn_right
37.472,0.09832,0.09837,0.09837,0.09837,0.181,0.0,82.11728,-82.111,0.0983,0.09833,turn_right
37.504,0.0984,0.09837,0.09837,0.09837,0.181,0.0,82.19264,-82.18636,0.09841,0.09838,turn_right
37.536,0.09837,0.09837,0.09837,0.09837,0.181,0.0,82.26172,-82.25544,0.09823,0.09846,turn_right
