t,raw_front,filtered_front,kalman_prior,kalman_post,kalman_gain,delta_s,enc_left,enc_right,side_left,side_right,action
22.208,0.09841,0.09836,0.09836,0.09836,0.181,-0.0,48.55696,-48.55068,0.09819,0.09845,turn_right
22.24,0.09838,0.09837,0.09836,0.09836,0.181,0.0,48.62604,-48.61976,0.09842,0.09855,turn_right
22.272,0.09836,0.09837,0.09836,0.09836,0.181,0.0,48.69512,-48.68884,0.09835,0.09847,turn_right
22.304,0.09827,0.09835,0.09836,0.09836,0.181,0.0,48.7642,-48.75792,0.09849,0.09835,turn_right
22.336,0.09837,0.09835,0.09836,0.09836,0.181,0.0,48.83328,-48.827,0.09842,0.09836,turn_right
22.368,0.09825,0.09833,0.09836,0.09835,0.181,-0.0,48.90864,-48.90236,0.09829,0.09832,turn_right
22.4,0.09842,0.09835,0.09835,0.09835,0.181,0.0,48.97772,-48.97144,0.09843,0.09829,turn_right
22.432,0.09831,0.09834,0.09835,0.09835,0.181,0.0,49.0468,-49.04052,0.09825,0.09836,turn_right
22.464,0.0983,0.09833,0.09835,0.09835,0.181,0.0,49.11588,-49.1096,0.09829,0.09833,turn_right
22.496,0.09835,0.09834,0.09835,0.09834,0.181,0.0,49.18496,-49.17868,0.09836,0.09836,turn_right
22.528,0.09832,0.09833,0.09834,0.09834,0.181,0.0,49.26032,-49.25404,0.09835,0.09845,turn_right
22.56,0.09832,0.09833,0.09834,0.09834,0.181,0.0,49.3294,-49.32312,0.09836,0.09827,turn_right
22.592,0.09831,0.09833,0.09834,0.09834,0.181,0.0,49.39848,-49.3922,0.09825,0.0983,turn_right
22.624,0.09839,0.09834,0.09834,0.09834,0.181,0.0,49.46756,-49.46128,0.09829,0.09829,turn_right
22.656,0.09833,0.09834,0.09834,0.09834,0.181,0.0,49.53664,-49.53036,0.09836,0.09831,turn_right
22.688,0.09839,0.09835,0.09834,0.09834,0.181,0.0,49.612,-49.60572,0.09823,0.09823,turn_right
22.72,0.09836,0.09835,0.09834,0.09834,0.181,0.0,49.68108,-49.6748,0.09843,0.09831,turn_right
22.752,0.09836,0.09835,0.09834,0.09834,0.181,0.0,49.75016,-49.74388,0.09842,0.09843,turn_right
22.784,0.09844,0.09837,0.09834,0.09835,0.181,0.0,49.81924,-49.81296,0.09856,0.09844,turn_right
22.816,0.09832,0.09836,0.09835,0.09835,0.181,-0.0,49.88832,-49.88204,0.09841,0.09847,turn_right
22.848,0.09848,0.09838,0.09835,0.09836,0.181,0.0,49.96368,-49.9574,0.09833,0.09818,turn_right
22.88,0.09822,0.09835,0.09836,0.09836,0.181,0.0,50.03276,-50.02648,0.09838,0.09843,turn_right
22.912,0.09838,0.09836,0.09836,0.09836,0.181,0.0,50.10184,-50.09556,0.09849,0.09845,turn_right
22.944,0.0983,0.09835,0.09836,0.09835,0.181,0.0,50.17092,-50.16464,0.09827,0.09822,turn_right
22.976,0.09831,0.09834,0.09835,0.09835,0.181,0.0,50.24,-50.23372,0.09832,0.09823,turn_right
23.008,0.09832,0.09834,0.09835,0.09835,0.181,-0.0,50.31536,-50.30908,0.09829,0.09844,turn_right
23.04,0.09841,0.09835,0.09835,0.09835,0.181,0.0,50.38444,-50.37816,0.09842,0.09833,turn_right
23.072,0.09843,0.09837,0.09835,0.09835,0.181,0.0,50.45352,-50.44724,0.09838,0.09818,turn_right
23.104,0.0983,0.09835,0.09835,0.09835,0.181,0.0,50.5226,-50.51632,0.09824,0.09823,turn_right
23.136,0.09836,0.09835,0.09835,0.09835,0.181,0.0,50.59168,-50.5854,0.09836,0.09835,turn_right
23.168,0.0985,0.09838,0.09835,0.09836,0.181,0.0,50.66704,-50.66076,0.09834,0.09826,turn_right
23.2,0.09841,0.09839,0.09836,0.09836,0.181,0.0,50.73612,-50.72984,0.0983,0.09842,turn_right
23.232,0.09831,0.09837,0.09836,0.09837,0.181,0.0,50.8052,-50.79892,0.09825,0.09846,turn_right
23.264,0.09835,0.09837,0.09837,0.09837,0.181,0.0,50.87428,-50.868,0.0982,0.09837,turn_right
23.296,0.09831,0.09836,0.09837,0.09836,0.181,0.0,50.94336,-50.93708,0.09828,0.09815,turn_right
23.328,0.09835,0.09836,0.09836,0.09836,0.181,0.0,51.01872,-51.01244,0.09828,0.09833,turn_right
23.36,0.09831,0.09835,0.09836,0.09836,0.181,0.0,51.0878,-51.08152,0.09835,0.09837,turn_right
23.392,0.09845,0.09837,0.09836,0.09836,0.181,0.0,51.15688,-51.1506,0.09822,0.09833,turn_right
23.424,0.09832,0.09836,0.09836,0.09836,0.181,0.0,51.22596,-51.21968,0.09821,0.09842,turn_right
23.456,0.09836,0.09836,0.09836,0.09836,0.181,-0.0,51.30132,-51.29504,0.09846,0.09843,turn_right
23.488,0.09843,0.09837,0.09836,0.09836,0.181,0.0,51.3704,-51.36412,0.09851,0.09832,turn_right
23.52,0.09839,0.09838,0.09836,0.09837,0.181,0.0,51.43948,-51.4332,0.09843,0.0984,turn_right
23.552,0.09835,0.09837,0.09837,0.09837,0.181,0.0,51.50856,-51.50228,0.09826,0.09832,turn_right
23.584,0.09834,0.09837,0.09837,0.09837,0.181,0.0,51.57764,-51.57136,0.0984,0.09842,turn_right
23.616,0.09828,0.09835,0.09837,0.09836,0.181,-0.0,51.653,-51.64672,0.09842,0.09841,turn_right
23.648,0.09837,0.09835,0.09836,0.09836,0.181,0.0,51.72208,-51.7158,0.0984,0.09849,turn_right
23.68,0.09841,0.09837,0.09836,0.09836,0.181,0.0,51.79116,-51.78488,0.09839,0.0983,turn_right
23.712,0.09839,0.09837,0.09836,0.09836,0.181,0.0,51.86024,-51.85396,0.09838,0.09832,turn_right
23.744,0.09831,0.09836,0.09836,0.09836,0.181,0.0,51.92932,-51.92304,0.09842,0.09839,turn_right
23.776,0.09836,0.09836,0.09836,0.09836,0.181,0.0,52.00468,-51.9984,0.09843,0.09851,turn_right
23.808,0.0984,0.09837,0.09836,0.09836,0.181,-0.0,52.07376,-52.06748,0.09824,0.09847,turn_right
23.84,0.09838,0.09837,0.09836,0.09836,0.181,0.0,52.14284,-52.13656,0.09833,0.09837,turn_right
23.872,0.09836,0.09837,0.09836,0.09837,0.181,0.0,52.21192,-52.20564,0.09831,0.09838,turn_right
23.904,0.09834,0.09836,0.09837,0.09837,0.181,0.0,52.281,-52.27472,0.09834,0.0985,turn_right
23.936,0.09831,0.09835,0.09837,0.09836,0.181,0.0,52.35636,-52.35008,0.09845,0.09835,turn_right
23.968,0.09835,0.09835,0.09836,0.09836,0.181,0.0,52.42544,-52.41916,0.09835,0.09826,turn_right
24.0,0.09837,0.09836,0.09836,0.09836,0.181,0.0,52.49452,-52.48824,0.09837,0.09852,turn_right
24.032,0.0985,0.09838,0.09836,0.09836,0.181,0.0,52.5636,-52.55732,0.09838,0.0984,turn_right
24.064,0.09846,0.0984,0.09836,0.09837,0.181,0.0,52.63268,-52.6264,0.09833,0.09834,turn_right
24.096,0.09833,0.09839,0.09837,0.09837,0.181,-0.0,52.70804,-52.70176,0.09841,0.09834,turn_right
24.128,0.09833,0.09837,0.09837,0.09837,0.181,0.0,52.77712,-52.77084,0.09846,0.0984,turn_right
24.16,0.09836,0.09837,0.09837,0.09837,0.181,0.0,52.8462,-52.83992,0.09837,0.09828,turn_right
24.192,0.09828,0.09835,0.09837,0.09837,0.181,0.0,52.91528,-52.909,0.09835,0.09846,turn_right
24.224,0.09835,0.09835,0.09837,0.09837,0.181,0.0,52.98436,-52.97808,0.09821,0.09848,turn_right
24.256,0.09834,0.09835,0.09837,0.09836,0.181,-0.0,53.05972,-53.05344,0.09836,0.09832,turn_right
24.288,0.09835,0.09835,0.09836,0.09836,0.181,0.0,53.1288,-53.12252,0.09831,0.09836,turn_right
24.32,0.09823,0.09833,0.09836,0.09835,0.181,0.0,53.19788,-53.1916,0.09816,0.0985,turn_right
24.352,0.0984,0.09834,0.09835,0.09835,0.181,0.0,53.26696,-53.26068,0.09838,0.09836,turn_right
24.384,0.09838,0.09835,0.09835,0.09835,0.181,0.0,53.33604,-53.32976,0.09848,0.09837,turn_right
24.416,0.09842,0.09836,0.09835,0.09835,0.181,0.0,53.4114,-53.40512,0.09831,0.09833,turn_right
24.448,0.09832,0.09836,0.09835,0.09835,0.181,-0.0,53.48048,-53.4742,0.09833,0.09832,turn_right
24.48,0.09839,0.09836,0.09835,0.09836,0.181,0.0,53.54956,-53.54328,0.09839,0.09834,turn_right
24.512,0.09839,0.09837,0.09836,0.09836,0.181,0.0,53.61864,-53.61236,0.09835,0.09827,turn_right
24.544,0.09825,0.09834,0.09836,0.09836,0.181,0.0,53.68772,-53.68144,0.09837,0.09835,turn_right
24.576,0.09836,0.09835,0.09836,0.09835,0.181,0.0,53.76308,-53.7568,0.09835,0.09837,turn_right
24.608,0.09833,0.09834,0.09835,0.09835,0.181,0.0,53.83216,-53.82588,0.09836,0.09832,turn_right
24.64,0.09831,0.09834,0.09835,0.09835,0.181,0.0,53.90124,-53.89496,0.09844,0.09848,turn_right
24.672,0.09841,0.09835,0.09835,0.09835,0.181,0.0,53.97032,-53.96404,0.09823,0.09828,turn_right
24.704,0.09826,0.09833,0.09835,0.09835,0.181,-0.0,54.04568,-54.0394,0.09849,0.09845,turn_right
24.736,0.09831,0.09833,0.09835,0.09834,0.181,0.0,54.11476,-54.10848,0.09837,0.09838,turn_right
24.768,0.09837,0.09834,0.09834,0.09834,0.181,0.0,54.18384,-54.17756,0.0984,0.09834,turn_right
24.8,0.09842,0.09835,0.09834,0.09834,0.181,0.0,54.25292,-54.24664,0.0983,0.09838,turn_right
24.832,0.09836,0.09835,0.09834,0.09835,0.181,0.0,54.322,-54.31572,0.09826,0.09835,turn_right
24.864,0.09846,0.09838,0.09835,0.09835,0.181,-0.0,54.39736,-54.39108,0.09818,0.09848,turn_right
24.896,0.09832,0.09836,0.09835,0.09835,0.181,0.0,54.46644,-54.46016,0.09831,0.0984,turn_right
24.928,0.09824,0.09834,0.09835,0.09835,0.181,0.0,54.53552,-54.52924,0.09843,0.09833,turn_right
24.96,0.09835,0.09834,0.09835,0.09835,0.181,0.0,54.6046,-54.59832,0.0985,0.09837,turn_right
24.992,0.09841,0.09835,0.09835,0.09835,0.181,0.0,54.67368,-54.6674,0.09825,0.09834,turn_right
25.024,0.09835,0.09835,0.09835,0.09835,0.181,0.0,54.74904,-54.74276,0.09831,0.09838,turn_right
25.056,0.09837,0.09836,0.09835,0.09835,0.181,0.0,54.81812,-54.81184,0.09838,0.09829,turn_right
25.088,0.0984,0.09837,0.09835,0.09835,0.181,-0.0,54.8872,-54.88092,0.09838,0.09831,turn_right
25.12,0.09831,0.09836,0.09835,0.09835,0.181,0.0,54.95628,-54.95,0.09833,0.09837,turn_right
25.152,0.09832,0.09835,0.09835,0.09835,0.181,0.0,55.02536,-55.01908,0.09845,0.09836,turn_right
25.184,0.09832,0.09834,0.09835,0.09835,0.181,0.0,55.10072,-55.09444,0.09837,0.09834,turn_right
25.216,0.09842,0.09836,0.09835,0.09835,0.181,0.0,55.1698,-55.16352,0.09828,0.0984,turn_right
25.248,0.09835,0.09836,0.09835,0.09835,0.181,0.0,55.23888,-55.2326,0.09835,0.09844,turn_right
25.28,0.09829,0.09834,0.09835,0.09835,0.181,0.0,55.30796,-55.30168,0.09845,0.0984,turn_right
25.312,0.09845,0.09836,0.09835,0.09835,0.181,0.0,55.37704,-55.37076,0.09834,0.09845,turn_right
25.344,0.09832,0.09836,0.09835,0.09835,0.181,-0.0,55.4524,-55.44612,0.09833,0.09834,turn_right
25.376,0.09846,0.09838,0.09835,0.09836,0.181,0.0,55.52148,-55.5152,0.0984,0.09835,turn_right
25.408,0.09832,0.09836,0.09836,0.09836,0.181,0.0,55.59056,-55.58428,0.09825,0.09831,turn_right
25.44,0.09835,0.09836,0.09836,0.09836,0.181,0.0,55.65964,-55.65336,0.09844,0.09825,turn_right
25.472,0.09843,0.09837,0.09836,0.09836,0.181,0.0,55.72872,-55.72244,0.0984,0.09845,turn_right
25.504,0.09835,0.09837,0.09836,0.09836,0.181,-0.0,55.80408,-55.7978,0.09831,0.0984,turn_right
25.536,0.09834,0.09836,0.09836,0.09836,0.181,0.0,55.87316,-55.86688,0.09837,0.09845,turn_right
25.568,0.09845,0.09838,0.09836,0.09837,0.181,0.0,55.94224,-55.93596,0.09847,0.09834,turn_right
25.6,0.0984,0.09838,0.09837,0.09837,0.181,0.0,56.01132,-56.00504,0.09837,0.09835,turn_right
25.632,0.09836,0.09838,0.09837,0.09837,0.181,0.0,56.0804,-56.07412,0.09833,0.09843,turn_right
25.664,0.09828,0.09836,0.09837,0.09837,0.181,0.0,56.15576,-56.14948,0.09842,0.0984,turn_right
25.696,0.09823,0.09833,0.09837,0.09836,0.181,0.0,56.22484,-56.21856,0.09836,0.09839,turn_right
25.728,0.09834,0.09833,0.09836,0.09836,0.181,-0.0,56.29392,-56.28764,0.09849,0.09831,turn_right
25.76,0.09821,0.09831,0.09836,0.09835,0.181,0.0,56.363,-56.35672,0.09837,0.09836,turn_right
25.792,0.09835,0.09832,0.09835,0.09834,0.181,0.0,56.43208,-56.4258,0.09842,0.09837,turn_right
25.824,0.09836,0.09833,0.09834,0.09834,0.181,0.0,56.50744,-56.50116,0.09848,0.09831,turn_right
25.856,0.09842,0.09835,0.09834,0.09834,0.181,0.0,56.57652,-56.57024,0.09847,0.0984,turn_right
25.888,0.09825,0.09833,0.09834,0.09834,0.181,0.0,56.6456,-56.63932,0.09817,0.09836,turn_right
25.92,0.0983,0.09832,0.09834,0.09834,0.181,0.0,56.71468,-56.7084,0.09831,0.09828,turn_right
25.952,0.0983,0.09832,0.09834,0.09833,0.181,-0.0,56.79004,-56.78376,0.09832,0.09837,turn_right
25.984,0.09833,0.09832,0.09833,0.09833,0.181,0.0,56.85912,-56.85284,0.09835,0.09833,turn_right
26.016,0.09843,0.09834,0.09833,0.09833,0.181,0.0,56.9282,-56.92192,0.09841,0.09826,turn_right
26.048,0.0985,0.09837,0.09833,0.09834,0.181,0.0,56.99728,-56.991,0.09825,0.09843,turn_right
26.08,0.09842,0.09838,0.09834,0.09835,0.181,0.0,57.06636,-57.06008,0.09837,0.09829,turn_right
26.112,0.09839,0.09838,0.09835,0.09835,0.181,-0.0,57.14172,-57.13544,0.09834,0.09836,turn_right
26.144,0.0983,0.09837,0.09835,0.09836,0.181,0.0,57.2108,-57.20452,0.09834,0.0984,turn_right
26.176,0.09839,0.09837,0.09836,0.09836,0.181,0.0,57.27988,-57.2736,0.09829,0.09843,turn_right
26.208,0.09839,0.09838,0.09836,0.09836,0.181,0.0,57.34896,-57.34268,0.09833,0.09825,turn_right
26.24,0.09839,0.09838,0.09836,0.09836,0.181,0.0,57.41804,-57.41176,0.09834,0.09831,turn_right
26.272,0.09838,0.09838,0.09836,0.09837,0.181,0.0,57.4934,-57.48712,0.09842,0.09834,turn_right
26.304,0.09842,0.09839,0.09837,0.09837,0.181,0.0,57.56248,-57.5562,0.09824,0.09838,turn_right
26.336,0.09841,0.09839,0.09837,0.09837,0.181,0.0,57.63156,-57.62528,0.09834,0.09834,turn_right
26.368,0.09833,0.09838,0.09837,0.09838,0.181,-0.0,57.70064,-57.69436,0.09827,0.09822,turn_right
26.4,0.09847,0.0984,0.09838,0.09838,0.181,0.0,57.76972,-57.76344,0.0983,0.09828,turn_right
26.432,0.09828,0.09837,0.09838,0.09838,0.181,0.0,57.84508,-57.8388,0.09828,0.09843,turn_right
26.464,0.09837,0.09837,0.09838,0.09838,0.181,0.0,57.91416,-57.90788,0.09842,0.09842,turn_right
26.496,0.09832,0.09836,0.09838,0.09837,0.181,0.0,57.98324,-57.97696,0.0984,0.09835,turn_right
26.528,0.09824,0.09834,0.09837,0.09837,0.181,0.0,58.05232,-58.04604,0.09838,0.09834,turn_right
26.56,0.09831,0.09833,0.09837,0.09836,0.181,0.0,58.1214,-58.11512,0.09834,0.09841,turn_right
26.592,0.09838,0.09834,0.09836,0.09836,0.181,-0.0,58.19676,-58.19048,0.09831,0.09839,turn_right
26.624,0.09838,0.09835,0.09836,0.09836,0.181,0.0,58.26584,-58.25956,0.09828,0.09838,turn_right
26.656,0.09832,0.09834,0.09836,0.09835,0.181,0.0,58.33492,-58.32864,0.09845,0.09848,turn_right
26.688,0.09837,0.09835,0.09835,0.09835,0.181,0.0,58.404,-58.39772,0.09831,0.09837,turn_right
26.72,0.09836,0.09835,0.09835,0.09835,0.181,0.0,58.47308,-58.4668,0.09831,0.09833,turn_right
26.752,0.09833,0.09835,0.09835,0.09835,0.181,-0.0,58.54844,-58.54216,0.09828,0.09837,turn_right
26.784,0.09834,0.09835,0.09835,0.09835,0.181,0.0,58.61752,-58.61124,0.09838,0.09823,turn_right
26.816,0.09834,0.09835,0.09835,0.09835,0.181,0.0,58.6866,-58.68032,0.0984,0.09845,turn_right
26.848,0.09831,0.09834,0.09835,0.09835,0.181,0.0,58.75568,-58.7494,0.09826,0.0984,turn_right
26.88,0.09838,0.09835,0.09835,0.09835,0.181,0.0,58.82476,-58.81848,0.09826,0.09833,turn_right
26.912,0.0983,0.09834,0.09835,0.09835,0.181,0.0,58.90012,-58.89384,0.09837,0.0983,turn_right
26.944,0.09832,0.09833,0.09835,0.09834,0.181,0.0,58.9692,-58.96292,0.0983,0.09833,turn_right
26.976,0.09833,0.09833,0.09834,0.09834,0.181,0.0,59.03828,-59.032,0.09829,0.09824,turn_right
27.008,0.09843,0.09835,0.09834,0.09834,0.181,-0.0,59.10736,-59.10108,0.09829,0.0983,turn_right
27.04,0.09844,0.09837,0.09834,0.09835,0.181,0.0,59.17644,-59.17016,0.09833,0.09825,turn_right
27.072,0.09848,0.09839,0.09835,0.09836,0.181,0.0,59.2518,-59.24552,0.09852,0.09836,turn_right
27.104,0.09832,0.09838,0.09836,0.09836,0.181,0.0,59.32088,-59.3146,0.09832,0.09833,turn_right
27.136,0.09837,0.09838,0.09836,0.09836,0.181,0.0,59.38996,-59.38368,0.09833,0.09829,turn_right
27.168,0.0984,0.09838,0.09836,0.09837,0.181,0.0,59.45904,-59.45276,0.09837,0.09826,turn_right
27.2,0.09841,0.09839,0.09837,0.09837,0.181,-0.0,59.5344,-59.52812,0.09826,0.09826,turn_right
27.232,0.09837,0.09838,0.09837,0.09837,0.181,0.0,59.60348,-59.5972,0.09847,0.0984,turn_right
27.264,0.0983,0.09837,0.09837,0.09837,0.181,0.0,59.67256,-59.66628,0.09835,0.09821,turn_right
27.296,0.09832,0.09836,0.09837,0.09837,0.181,0.0,59.74164,-59.73536,0.09845,0.09826,turn_right
27.328,0.09839,0.09837,0.09837,0.09837,0.181,0.0,59.81072,-59.80444,0.09836,0.09856,turn_right
27.36,0.0983,0.09835,0.09837,0.09837,0.181,-0.0,59.88608,-59.8798,0.09823,0.09841,turn_right
27.392,0.09827,0.09834,0.09837,0.09836,0.181,0.0,59.95516,-59.94888,0.09832,0.09835,turn_right
27.424,0.09832,0.09833,0.09836,0.09836,0.181,0.0,60.02424,-60.01796,0.09848,0.09828,turn_right
27.456,0.09841,0.09835,0.09836,0.09835,0.181,0.0,60.09332,-60.08704,0.0985,0.09834,turn_right
27.488,0.09837,0.09835,0.09835,0.09835,0.181,0.0,60.1624,-60.15612,0.09844,0.09833,turn_right
27.52,0.09838,0.09836,0.09835,0.09835,0.181,0.0,60.23776,-60.23148,0.0984,0.09843,turn_right
27.552,0.09841,0.09837,0.09835,0.09836,0.181,0.0,60.30684,-60.30056,0.09843,0.09833,turn_right
27.584,0.09847,0.09839,0.09836,0.09836,0.181,0.0,60.37592,-60.36964,0.09833,0.09845,turn_right
27.616,0.09835,0.09838,0.09836,0.09837,0.181,0.0,60.445,-60.43872,0.0984,0.09829,turn_right
27.648,0.09833,0.09837,0.09837,0.09837,0.181,-0.0,60.51408,-60.5078,0.09832,0.09825,turn_right
27.68,0.09834,0.09836,0.09837,0.09837,0.181,0.0,60.58944,-60.58316,0.09834,0.09839,turn_right
27.712,0.09826,0.09834,0.09837,0.09836,0.181,0.0,60.65852,-60.65224,0.09838,0.09842,turn_right
27.744,0.09837,0.09835,0.09836,0.09836,0.181,0.0,60.7276,-60.72132,0.09834,0.09817,turn_right
27.776,0.09841,0.09836,0.09836,0.09836,0.181,0.0,60.79668,-60.7904,0.09827,0.09836,turn_right
27.808,0.0984,0.09837,0.09836,0.09836,0.181,0.0,60.86576,-60.85948,0.09839,0.09836,turn_right
27.84,0.09844,0.09838,0.09836,0.09836,0.181,-0.0,60.94112,-60.93484,0.09837,0.09824,turn_right
27.872,0.09838,0.09838,0.09836,0.09837,0.181,0.0,61.0102,-61.00392,0.09836,0.09833,turn_right
27.904,0.09835,0.09838,0.09837,0.09837,0.181,0.0,61.07928,-61.073,0.09853,0.09842,turn_right
27.936,0.09841,0.09838,0.09837,0.09837,0.181,0.0,61.14836,-61.14208,0.09831,0.09833,turn_right
27.968,0.09833,0.09837,0.09837,0.09837,0.181,0.0,61.21744,-61.21116,0.09846,0.09838,turn_right
28.0,0.0984,0.09838,0.09837,0.09837,0.181,-0.0,61.2928,-61.28652,0.09824,0.09834,turn_right
28.032,0.09838,0.09838,0.09837,0.09837,0.181,0.0,61.36188,-61.3556,0.09851,0.09845,turn_right
28.064,0.09833,0.09837,0.09837,0.09837,0.181,0.0,61.43096,-61.42468,0.0984,0.09827,turn_right
28.096,0.09828,0.09835,0.09837,0.09837,0.181,0.0,61.50004,-61.49376,0.09837,0.09837,turn_right
28.128,0.09836,0.09835,0.09837,0.09837,0.181,0.0,61.56912,-61.56284,0.09846,0.09837,turn_right
28.16,0.09851,0.09839,0.09837,0.09837,0.181,0.0,61.64448,-61.6382,0.0983,0.09842,turn_right
28.192,0.0983,0.09837,0.09837,0.09837,0.181,0.0,61.71356,-61.70728,0.09841,0.09828,turn_right
28.224,0.09846,0.09839,0.09837,0.09837,0.181,0.0,61.78264,-61.77636,0.09835,0.0983,turn_right
28.256,0.09836,0.09838,0.09837,0.09837,0.181,0.0,61.85172,-61.84544,0.09828,0.09834,turn_right
28.288,0.09835,0.09837,0.09837,0.09837,0.181,-0.0,61.9208,-61.91452,0.09823,0.09829,turn_right
28.32,0.09829,0.09836,0.09837,0.09837,0.181,0.0,61.99616,-61.98988,0.0985,0.09848,turn_right
28.352,0.09834,0.09835,0.09837,0.09837,0.181,0.0,62.06524,-62.05896,0.09837,0.09838,turn_right
28.384,0.09839,0.09836,0.09837,0.09837,0.181,0.0,62.13432,-62.12804,0.09832,0.09829,turn_right
28.416,0.09842,0.09837,0.09837,0.09837,0.181,0.0,62.2034,-62.19712,0.09836,0.0983,turn_right
28.448,0.09843,0.09838,0.09837,0.09837,0.181,-0.0,62.27876,-62.27248,0.09822,0.09836,turn_right
28.48,0.09829,0.09837,0.09837,0.09837,0.181,0.0,62.34784,-62.34156,0.0983,0.09845,turn_right
28.512,0.09836,0.09836,0.09837,0.09837,0.181,0.0,62.41692,-62.41064,0.09833,0.0984,turn_right
28.544,0.09834,0.09836,0.09837,0.09837,0.181,0.0,62.486,-62.47972,0.09836,0.09837,turn_right
28.576,0.09823,0.09833,0.09837,0.09836,0.181,0.0,62.55508,-62.5488,0.09834,0.09833,turn_right
28.608,0.0983,0.09833,0.09836,0.09835,0.181,0.0,62.63044,-62.62416,0.0984,0.09827,turn_right
28.64,0.09833,0.09833,0.09835,0.09835,0.181,0.0,62.69952,-62.69324,0.09827,0.09838,turn_right
28.672,0.09837,0.09833,0.09835,0.09835,0.181,0.0,62.7686,-62.76232,0.09835,0.09836,turn_right
28.704,0.09836,0.09834,0.09835,0.09835,0.181,0.0,62.84396,-62.83768,0.09847,0.09828,turn_right
28.736,0.09843,0.09836,0.09835,0.09835,0.181,-0.0,62.90676,-62.90048,0.09845,0.09824,turn_right
28.768,0.09845,0.09838,0.09835,0.09835,0.181,0.0,62.98212,-62.97584,0.09833,0.0985,turn_right
28.8,0.09843,0.09839,0.09835,0.09836,0.181,0.0,63.0512,-63.04492,0.09835,0.09827,turn_right
28.832,0.09844,0.0984,0.09836,0.09837,0.181,0.0,63.12028,-63.114,0.09827,0.09835,turn_right
28.864,0.09846,0.09841,0.09837,0.09837,0.181,0.0,63.18936,-63.18308,0.09836,0.09819,turn_right
28.896,0.09832,0.09839,0.09837,0.09838,0.181,0.0,63.25844,-63.25216,0.09832,0.09837,turn_right
28.928,0.09834,0.09838,0.09838,0.09838,0.181,-0.0,63.3338,-63.32752,0.09835,0.09837,turn_right
28.96,0.09831,0.09837,0.09838,0.09838,0.181,0.0,63.40288,-63.3966,0.09852,0.09832,turn_right
28.992,0.09849,0.09839,0.09838,0.09838,0.181,0.0,63.47196,-63.46568,0.09838,0.09835,turn_right
29.024,0.09832,0.09838,0.09838,0.09838,0.181,0.0,63.54104,-63.53476,0.09835,0.0983,turn_right
29.056,0.0984,0.09838,0.09838,0.09838,0.181,0.0,63.61012,-63.60384,0.09842,0.09837,turn_right
29.088,0.0984,0.09838,0.09838,0.09838,0.181,-0.0,63.68548,-63.6792,0.09841,0.09839,turn_right
29.12,0.0984,0.09839,0.09838,0.09838,0.181,0.0,63.75456,-63.74828,0.09843,0.09838,turn_right
29.152,0.09836,0.09838,0.09838,0.09838,0.181,0.0,63.82364,-63.81736,0.09859,0.09837,turn_right
29.184,0.09837,0.09838,0.09838,0.09838,0.181,0.0,63.89272,-63.88644,0.09841,0.09848,turn_right
29.216,0.09835,0.09837,0.09838,0.09838,0.181,0.0,63.9618,-63.95552,0.0983,0.09833,turn_right
29.248,0.09832,0.09836,0.09838,0.09838,0.181,0.0,64.03716,-64.03088,0.09834,0.09843,turn_right
29.28,0.09835,0.09836,0.09838,0.09837,0.181,0.0,64.10624,-64.09996,0.09825,0.09838,turn_right
29.312,0.0984,0.09837,0.09837,0.09837,0.181,0.0,64.17532,-64.16904,0.09831,0.09835,turn_right
29.344,0.09846,0.09839,0.09837,0.09838,0.181,0.0,64.2444,-64.23812,0.09847,0.09841,turn_right
29.376,0.09839,0.09839,0.09838,0.09838,0.181,0.0,64.31348,-64.3072,0.0983,0.09856,turn_right
29.408,0.09838,0.09839,0.09838,0.09838,0.181,0.0,64.38884,-64.38256,0.09852,0.09823,turn_right
29.44,0.09828,0.09837,0.09838,0.09838,0.181,0.0,64.45792,-64.45164,0.09839,0.09841,turn_right
29.472,0.09841,0.09838,0.09838,0.09838,0.181,0.0,64.527,-64.52072,0.09825,0.09849,turn_right
29.504,0.09823,0.09835,0.09838,0.09837,0.181,0.0,64.59608,-64.5898,0.09829,0.09827,turn_right
29.536,0.09834,0.09834,0.09837,0.09837,0.181,0.0,64.66516,-64.65888,0.09837,0.09825,turn_right
29.568,0.09834,0.09834,0.09837,0.09836,0.181,0.0,64.74052,-64.73424,0.09847,0.09836,turn_right
29.6,0.09839,0.09835,0.09836,0.09836,0.181,0.0,64.8096,-64.80332,0.09837,0.09835,turn_right
29.632,0.09846,0.09837,0.09836,0.09836,0.181,0.0,64.87868,-64.8724,0.09838,0.09849,turn_right
29.664,0.09839,0.09838,0.09836,0.09837,0.181,0.0,64.94776,-64.94148,0.0983,0.09833,turn_right
29.696,0.09833,0.09837,0.09837,0.09837,0.181,0.0,65.02312,-65.01684,0.09821,0.09839,turn_right
29.728,0.09836,0.09837,0.09837,0.09837,0.181,0.0,65.0922,-65.08592,0.09845,0.09827,turn_right
29.76,0.09844,0.09838,0.09837,0.09837,0.181,0.0,65.16128,-65.155,0.09838,0.09833,turn_right
29.792,0.09837,0.09838,0.09837,0.09837,0.181,0.0,65.23036,-65.22408,0.09822,0.09831,turn_right
29.824,0.09826,0.09835,0.09837,0.09837,0.181,0.0,65.29944,-65.29316,0.09823,0.09842,turn_right
29.856,0.09831,0.09835,0.09837,0.09836,0.181,-0.0,65.3748,-65.36852,0.09844,0.09834,turn_right
